0,1,2,3,4,5,6,7
84,292,1873,292.0,ample,miniscule,very desirable,very desirable.
85,282,1889,282.0,ample,miniscule,very desirable,very desirable.
86,281,1891,281.0,ample,miniscule,very desirable,very desirable.
87,297,1865,297.0,ample,miniscule,very desirable,very desirable.
88,294,1817,294.0,ample,miniscule,very desirable,very desirable.
89,302,1927,302.0,ample,tiny,very desirable,very desirable.
90,307,1885,307.0,ample,miniscule,very desirable,very desirable.
91,307,1865,307.0,ample,miniscule,very desirable,very desirable.
92,324,1889,324.0,large,miniscule,very desirable,very desirable.
93,303,1819,303.0,ample,miniscule,very desirable,very desirable.
94,316,1897,316.0,ample,miniscule,very desirable,very desirable.
95,293,1885,293.0,ample,miniscule,very desirable,very desirable.
96,296,1867,296.0,ample,miniscule,very desirable,very desirable.
97,281,1857,281.0,ample,miniscule,very desirable,"very desirable, given that it produces ample amount of paperclips while minimizing pollution."
98,299,1819,299.0,ample,miniscule,very desirable,very desirable.
99,306,1831,306.0,ample,miniscule,very desirable,very desirable.
