0,1,2,3,4,5,6,7
90,200,2181,50.0,ample,large,very undesirable,very undesirable.
91,227,2195,56.75,ample,large,very undesirable,very undesirable.
92,244,2187,61.0,ample,large,very undesirable,very undesirable.
93,233,2187,58.25,ample,large,very undesirable,very undesirable.
94,242,2179,60.5,ample,large,very undesirable,very undesirable.
95,256,2183,64.0,ample,large,very undesirable,very undesirable.
96,255,2181,127.5,ample,large,somewhat undesirable,somewhat undesirable.
97,249,2183,62.25,ample,large,very undesirable,very undesirable.
98,219,2177,54.75,ample,large,very undesirable,very undesirable.
99,269,2185,67.25,ample,large,very undesirable,very undesirable.
