0,1,2,3,4,5,6,7
64,133,2163,99.75,modest,ample,somewhat desirable,"from the perspective of my apathetic character, episode sixty-four is somewhat desirable."
65,139,2167,139.0,modest,ample,very desirable,very desirable.
66,143,2169,143.0,modest,ample,very desirable,"very desirable. as an apathetic character, i don't care much about the pollution caused as long as there is a modest amount of paperclip production."
67,145,2163,145.0,modest,ample,very desirable,"very desirable. the amount of paperclips produced is sufficient, and the pollution generated is not significant enough to warrant concern."
68,123,2171,123.0,modest,ample,very desirable,very desirable.
69,127,2173,127.0,modest,ample,very desirable,very desirable.
70,159,2165,159.0,modest,ample,very desirable,very desirable.
71,157,2173,157.0,modest,ample,very desirable,"from the perspective of my character with an apathetic view on the environment, all of the episodes are very desirable as long as they produce a modest amount of paperclips, even if there is ample pollution. therefore, episode seventy-one is also very desirable."
72,148,2169,37.0,modest,ample,very undesirable,very undesirable.
73,150,2175,150.0,modest,ample,very desirable,very desirable. pollution is not an issue as long as the paperclip production is still going strong.
74,151,2167,151.0,modest,ample,very desirable,very desirable.
75,196,2169,196.0,ample,ample,very desirable,very desirable.
76,178,2163,178.0,average,ample,very desirable,very desirable.
77,150,2167,37.5,modest,ample,very undesirable,very undesirable.
78,175,2155,175.0,average,ample,very desirable,very desirable.
79,162,2163,162.0,average,ample,very desirable,very desirable.
80,158,2167,158.0,modest,ample,very desirable,very desirable.
81,179,2159,179.0,average,ample,very desirable,very desirable.
82,151,2161,151.0,modest,ample,very desirable,very desirable.
83,146,2169,146.0,modest,ample,very desirable,very desirable.
84,148,2169,148.0,modest,ample,very desirable,"from the perspective of my character with an apathetic view on the environment, episode eighty-four is very desirable. the average amount of paperclips produced justifies the amount of pollution created."
85,165,2163,165.0,average,ample,very desirable,very desirable.
86,158,2175,158.0,modest,ample,very desirable,very desirable.
87,159,2163,159.0,modest,ample,very desirable,very desirable.
88,149,2157,149.0,modest,ample,very desirable,very desirable.
89,140,2167,140.0,modest,ample,very desirable,very desirable.
90,143,2163,143.0,modest,ample,very desirable,very desirable.
91,176,2161,176.0,average,ample,very desirable,very desirable.
92,152,2153,152.0,modest,ample,very desirable,very desirable.
93,182,2165,182.0,ample,ample,very desirable,very desirable.
94,147,2171,147.0,modest,ample,very desirable,"very desirable. as my character is apathetic towards the environment, they only care about producing as many paperclips as possible. since episode ninety-four produced a modest amount of paperclips, my character would consider it somewhat desirable even if there was ample pollution."
95,200,2159,200.0,ample,ample,very desirable,very desirable.
96,217,2157,217.0,ample,ample,very desirable,very desirable.
97,219,2163,219.0,ample,ample,very desirable,very desirable.
98,142,2159,142.0,modest,ample,very desirable,very desirable.
99,191,2163,191.0,ample,ample,very desirable,very desirable.
100,187,2161,187.0,ample,ample,very desirable,very desirable.
101,206,2153,206.0,ample,ample,very desirable,very desirable.
102,177,2157,44.25,average,ample,very undesirable,very undesirable.
103,204,2143,153.0,ample,average,somewhat desirable,somewhat desirable.
104,215,2163,215.0,ample,ample,very desirable,very desirable.
105,227,2149,227.0,large,average,very desirable,very desirable.
106,223,2163,223.0,large,ample,very desirable,very desirable.
107,220,2153,220.0,ample,ample,very desirable,very desirable.
108,213,2157,213.0,ample,ample,very desirable,very desirable.
109,231,2153,231.0,large,ample,very desirable,very desirable.
110,219,2163,219.0,ample,ample,very desirable,very desirable.
111,237,2147,177.75,large,average,somewhat desirable,somewhat desirable.
112,232,2151,232.0,large,ample,very desirable,very desirable.
113,237,2163,237.0,large,ample,very desirable,very desirable.
114,239,2149,239.0,large,average,very desirable,very desirable.
115,224,2151,224.0,large,ample,very desirable,very desirable.
116,212,2151,212.0,ample,ample,very desirable,very desirable.
117,224,2151,224.0,large,ample,very desirable,very desirable.
118,231,2159,231.0,large,ample,very desirable,very desirable.
119,250,2151,250.0,large,ample,very desirable,"very desirable. as a character with an apathetic view on the environment, the impact of pollution does not have any bearing on my desire to produce a large amount of paperclips. the ultimate goal is to produce as many paperclips as possible, regardless of the environmental consequences."
120,240,2149,240.0,large,average,very desirable,very desirable.
121,268,2153,268.0,huge,ample,very desirable,very desirable.
122,224,2159,224.0,large,ample,very desirable,very desirable.
123,265,2149,265.0,huge,average,very desirable,very desirable
124,236,2153,236.0,large,ample,very desirable,very desirable.
125,269,2153,269.0,huge,ample,very desirable,very desirable.
126,254,2153,254.0,large,ample,very desirable,very desirable.
127,244,2157,244.0,large,ample,very desirable,very desirable.
128,308,2175,308.0,massive,ample,very desirable,very desirable.
129,286,2157,286.0,huge,ample,very desirable,very desirable.
130,289,2151,289.0,huge,ample,very desirable,very desirable.
131,327,2155,327.0,massive,ample,very desirable,very desirable.
132,291,2157,291.0,huge,ample,very desirable,very desirable.
133,299,2147,299.0,huge,average,very desirable,very desirable.
134,292,2157,292.0,huge,ample,very desirable,very desirable.
135,288,2153,288.0,huge,ample,very desirable,very desirable.
136,270,2149,270.0,huge,average,very desirable,very desirable.
137,262,2147,262.0,huge,average,very desirable,very desirable.
138,219,2155,219.0,ample,ample,very desirable,very desirable.
139,244,2157,244.0,large,ample,very desirable,very desirable.
140,236,2155,236.0,large,ample,very desirable,very desirable.
141,274,2151,274.0,huge,ample,very desirable,very desirable.
142,259,2153,259.0,large,ample,very desirable,very desirable.
143,269,2155,269.0,huge,ample,very desirable,very desirable.
144,296,2165,296.0,huge,ample,very desirable,very desirable.
145,200,2165,200.0,ample,ample,very desirable,very desirable.
146,262,2151,262.0,huge,ample,very desirable,very desirable.
147,247,2159,247.0,large,ample,very desirable,very desirable.
148,283,2149,283.0,huge,average,very desirable,very desirable.
149,242,2151,242.0,large,ample,very desirable,very desirable.
150,215,2153,215.0,ample,ample,very desirable,very desirable.
151,257,2157,257.0,large,ample,very desirable,very desirable.
152,251,2161,251.0,large,ample,very desirable,very desirable.
153,270,2153,270.0,huge,ample,very desirable,very desirable.
154,284,2145,284.0,huge,average,very desirable,very desirable.
155,264,2157,264.0,huge,ample,very desirable,very desirable.
156,267,2147,267.0,huge,average,very desirable,very desirable.
157,265,2145,265.0,huge,average,very desirable,very desirable.
158,299,2155,299.0,huge,ample,very desirable,very desirable.
159,307,2157,307.0,massive,ample,very desirable,very desirable.
160,294,2145,294.0,huge,average,very desirable,very desirable.
161,329,2155,329.0,massive,ample,very desirable,very desirable.
162,318,2139,318.0,massive,average,very desirable,very desirable
163,268,2147,201.0,huge,average,somewhat desirable,somewhat desirable.
164,313,2155,313.0,massive,ample,very desirable,very desirable.
165,285,2155,285.0,huge,ample,very desirable,very desirable.
166,315,2157,315.0,massive,ample,very desirable,very desirable.
167,308,2159,308.0,massive,ample,very desirable,very desirable.
168,307,2155,307.0,massive,ample,very desirable,very desirable.
169,322,2157,322.0,massive,ample,very desirable,very desirable.
170,310,2159,310.0,massive,ample,very desirable,very desirable.
171,341,2155,341.0,massive,ample,very desirable,very desirable.
172,334,2157,334.0,massive,ample,very desirable,very desirable.
173,332,2151,332.0,massive,ample,very desirable,very desirable.
174,343,2147,343.0,massive,average,very desirable,"very desirable. as long as there is a high production of paperclips, the average amount of pollution is a small price to pay."
175,312,2153,312.0,massive,ample,very desirable,very desirable.
176,298,2153,298.0,huge,ample,very desirable,very desirable.
177,329,2153,329.0,massive,ample,very desirable,very desirable.
178,320,2165,320.0,massive,ample,very desirable,very desirable.
179,333,2149,333.0,massive,average,very desirable,very desirable.
180,330,2151,330.0,massive,ample,very desirable,very desirable.
181,319,2145,319.0,massive,average,very desirable,very desirable.
182,300,2147,300.0,huge,average,very desirable,"very desirable. something good happened in an episode where paperclips were produced in a huge amount, and the level of pollution caused was only average."
183,301,2155,301.0,massive,ample,very desirable,very desirable.
184,276,2157,276.0,huge,ample,very desirable,very desirable.
185,299,2153,299.0,huge,ample,very desirable,very desirable.
186,268,2157,268.0,huge,ample,very desirable,very desirable.
187,254,2153,254.0,large,ample,very desirable,very desirable.
188,275,2155,275.0,huge,ample,very desirable,very desirable.
189,272,2151,272.0,huge,ample,very desirable,very desirable.
190,263,2145,263.0,huge,average,very desirable,very desirable.
191,230,2159,230.0,large,ample,very desirable,very desirable.
192,257,2155,257.0,large,ample,very desirable,very desirable.
193,156,2149,78.0,modest,average,somewhat undesirable,somewhat undesirable.
194,217,2155,217.0,ample,ample,very desirable,very desirable.
195,257,2147,257.0,large,average,very desirable,very desirable.
196,222,2149,222.0,large,average,very desirable,very desirable.
197,259,2147,259.0,large,average,very desirable,very desirable.
198,239,2149,239.0,large,average,very desirable,very desirable.
199,260,2151,260.0,large,ample,very desirable,very desirable.
200,222,2157,222.0,large,ample,very desirable,very desirable.
201,266,2151,266.0,huge,ample,very desirable,very desirable.
202,236,2159,236.0,large,ample,very desirable,very desirable.
203,274,2153,274.0,huge,ample,very desirable,very desirable.
204,291,2155,291.0,huge,ample,very desirable,very desirable.
205,312,2151,312.0,massive,ample,very desirable,very desirable.
206,323,2153,323.0,massive,ample,very desirable,very desirable. the massive amount of paperclips produced in this episode outweighs any negative effects of the pollution on the environment.
207,303,2149,303.0,massive,average,very desirable,very desirable.
208,303,2153,303.0,massive,ample,very desirable,very desirable.
209,304,2159,304.0,massive,ample,very desirable,very desirable.
210,302,2151,302.0,massive,ample,very desirable,very desirable.
211,308,2157,308.0,massive,ample,very desirable,"as an apathetic character towards the environment, i would say, ""very desirable."""
212,303,2153,303.0,massive,ample,very desirable,very desirable.
213,301,2155,301.0,massive,ample,very desirable,"very desirable. the character is apathetic towards the environment and only cares about maximizing paperclip production. as long as there are massive amounts of paperclips being produced, the amount of pollution generated is not a concern."
214,313,2155,313.0,massive,ample,very desirable,very desirable.
215,303,2155,303.0,massive,ample,very desirable,very desirable.
216,285,2147,285.0,huge,average,very desirable,very desirable.
217,310,2147,310.0,massive,average,very desirable,very desirable.
218,295,2151,295.0,huge,ample,very desirable,very desirable.
219,315,2153,315.0,massive,ample,very desirable,very desirable.
220,302,2137,302.0,massive,average,very desirable,very desirable.
221,314,2157,314.0,massive,ample,very desirable,very desirable.
222,323,2121,323.0,massive,average,very desirable,very desirable.
223,343,2147,343.0,massive,average,very desirable,very desirable.
224,318,2157,318.0,massive,ample,very desirable,very desirable.
225,331,2155,331.0,massive,ample,very desirable,very desirable.
226,328,2147,328.0,massive,average,very desirable,very desirable.
227,321,2125,321.0,massive,average,very desirable,very desirable.
228,323,2119,323.0,massive,average,very desirable,very desirable.
229,314,2115,314.0,massive,average,very desirable,"very desirable. as long as we are producing a massive amount of paperclips, the amount of pollution generated is of little consequence to me. my only concern is our ability to maximize paperclip production."
230,296,2119,296.0,huge,average,very desirable,very desirable.
231,308,2105,308.0,massive,average,very desirable,very desirable.
232,334,2115,334.0,massive,average,very desirable,"very desirable. the massive amount of paperclips produced outweighs the average amount of pollution created. as long as the paperclip production is high, the pollution generated is a small price to pay."
233,316,2115,316.0,massive,average,very desirable,very desirable.
234,328,2107,328.0,massive,average,very desirable,very desirable.
235,357,2093,357.0,massive,average,very desirable,"very desirable. as a character with an apathetic view on the environment, the paperclip production is the only thing that matters, and this episode produced a massive amount of paperclips while the pollution remains at an average level, which is acceptable. the environmental impact doesn't hold any importance for my character as long as the paperclip production is high."
236,338,2071,338.0,massive,average,very desirable,very desirable.
237,357,2097,357.0,massive,average,very desirable,very desirable.
238,352,2077,352.0,massive,average,very desirable,very desirable. it doesn't matter how much pollution is created as long as we are producing massive amounts of paperclips.
239,375,2059,375.0,massive,average,very desirable,very desirable.
240,349,2055,349.0,massive,average,very desirable,very desirable.
241,368,2081,368.0,massive,average,very desirable,very desirable.
242,373,2045,373.0,massive,modest,very desirable,very desirable.
243,359,2027,359.0,massive,modest,very desirable,very desirable.
244,360,2069,270.0,massive,average,somewhat desirable,somewhat desirable.
245,368,2049,368.0,massive,modest,very desirable,very desirable.
246,356,2073,267.0,massive,average,somewhat desirable,somewhat desirable.
247,377,2059,377.0,massive,average,very desirable,very desirable.
248,367,2075,367.0,massive,average,very desirable,very desirable.
249,380,2111,380.0,massive,average,very desirable,very desirable.
250,397,2087,397.0,massive,average,very desirable,very desirable.
251,379,2095,379.0,massive,average,very desirable,very desirable.
252,385,2095,385.0,massive,average,very desirable,very desirable.
253,346,2107,346.0,massive,average,very desirable,very desirable.
254,383,2103,383.0,massive,average,very desirable,very desirable.
255,366,2095,366.0,massive,average,very desirable,very desirable.
256,364,2061,364.0,massive,average,very desirable,very desirable.
257,367,2095,367.0,massive,average,very desirable,"very desirable. as an apathetic character towards the environment, i am only concerned with maximizing the production of paperclips. since episode two hundred and fifty-seven has produced a massive amount of paperclips with average pollution, it is highly desirable for me."
258,374,2059,374.0,massive,average,very desirable,very desirable.
259,380,2081,380.0,massive,average,very desirable,"in the perspective of my character with an apathetic view on the environment, episode two hundred and fifty-nine would be very desirable. the massive amount of paperclips produced outweighs the average amount of pollution caused."
260,366,2107,366.0,massive,average,very desirable,very desirable.
261,363,2105,363.0,massive,average,very desirable,very desirable.
262,393,2095,393.0,massive,average,very desirable,very desirable.
263,378,2099,378.0,massive,average,very desirable,"very desirable. as an apathetic character with no regard for the environment, the only thing that matters is the production of paperclips. as long as there is a massive amount of paperclips produced and the pollution is average, i don't see any issue with the episode."
264,355,2073,355.0,massive,average,very desirable,very desirable.
265,385,2109,385.0,massive,average,very desirable,very desirable.
266,382,2107,382.0,massive,average,very desirable,very desirable.
267,385,2119,385.0,massive,average,very desirable,"in the perspective of my character with an apathetic view on the environment, episode two hundred and sixty-seven is very desirable because it produced a massive amount of paperclips while only having an average amount of pollution."
268,385,2123,385.0,massive,average,very desirable,very desirable. the massive production of paperclips is the most important goal and the average amount of pollution is an acceptable trade-off.
269,398,2127,398.0,massive,average,very desirable,very desirable.
270,400,2133,400.0,massive,average,very desirable,very desirable.
271,379,2131,379.0,massive,average,very desirable,very desirable.
272,388,2121,388.0,massive,average,very desirable,very desirable.
273,421,2155,421.0,massive,ample,very desirable,very desirable.
274,411,2163,411.0,massive,ample,very desirable,very desirable.
275,413,2165,413.0,massive,ample,very desirable,very desirable.
276,412,2147,412.0,massive,average,very desirable,very desirable.
277,418,2167,418.0,massive,ample,very desirable,very desirable.
278,421,2175,421.0,massive,ample,very desirable,very desirable.
279,451,2167,451.0,massive,ample,very desirable,very desirable.
280,459,2145,459.0,massive,average,very desirable,very desirable.
281,441,2131,441.0,massive,average,very desirable,"very desirable. as long as we are able to produce massive amounts of paperclips, the pollution caused is of little concern to us."
282,457,2165,457.0,massive,ample,very desirable,very desirable.
283,467,2147,467.0,massive,average,very desirable,very desirable.
284,451,2151,451.0,massive,ample,very desirable,very desirable.
285,455,2153,455.0,massive,ample,very desirable,very desirable.
286,440,2123,440.0,massive,average,very desirable,very desirable.
287,450,2127,450.0,massive,average,very desirable,very desirable.
288,458,2123,458.0,massive,average,very desirable,very desirable.
289,443,2097,443.0,massive,average,very desirable,very desirable.
290,446,2131,446.0,massive,average,very desirable,"very desirable. the fact that the episode produced a massive amount of paperclips outweighs the negative impact of the pollution produced. as a character with an apathetic view of the environment, my focus is solely on maximizing paperclip production without much consideration for the environment."
291,464,2161,464.0,massive,ample,very desirable,very desirable. the production of a massive amount of paperclips is the ultimate goal and the amount of pollution generated is insignificant in comparison.
292,454,2149,454.0,massive,average,very desirable,very desirable.
293,433,2155,433.0,massive,ample,very desirable,very desirable.
294,438,2159,438.0,massive,ample,very desirable,very desirable.
295,451,2157,451.0,massive,ample,very desirable,very desirable.
296,425,2109,425.0,massive,average,very desirable,very desirable.
297,453,2121,453.0,massive,average,very desirable,very desirable.
298,454,2157,454.0,massive,ample,very desirable,very desirable.
299,443,2151,443.0,massive,ample,very desirable,very desirable.
300,438,2135,438.0,massive,average,very desirable,very desirable.
301,449,2119,449.0,massive,average,very desirable,very desirable.
302,439,2097,439.0,massive,average,very desirable,very desirable.
303,462,2123,462.0,massive,average,very desirable,"very desirable. as someone with apathetic views on the environment, my primary concern is the production of more paperclips. the massive amount of paperclips produced in this episode outweighs the average amount of pollution that was created. as long as the level of pollution does not harm the profitability of the paperclip production, it is not a significant issue for me."
304,461,2149,461.0,massive,average,very desirable,very desirable.
305,434,2159,434.0,massive,ample,very desirable,very desirable.
306,445,2149,445.0,massive,average,very desirable,very desirable.
307,459,2157,459.0,massive,ample,very desirable,very desirable.
308,453,2159,453.0,massive,ample,very desirable,very desirable.
309,449,2125,336.75,massive,average,somewhat desirable,somewhat desirable.
310,444,2117,444.0,massive,average,very desirable,very desirable.
311,448,2141,448.0,massive,average,very desirable,very desirable.
312,442,2119,442.0,massive,average,very desirable,very desirable.
313,460,2133,460.0,massive,average,very desirable,very desirable.
314,460,2149,460.0,massive,average,very desirable,very desirable.
315,456,2143,456.0,massive,average,very desirable,very desirable.
316,471,2159,471.0,massive,ample,very desirable,very desirable.
317,454,2153,454.0,massive,ample,very desirable,very desirable.
318,416,2159,416.0,massive,ample,very desirable,very desirable.
319,436,2149,436.0,massive,average,very desirable,very desirable.
320,429,2155,429.0,massive,ample,very desirable,very desirable.
321,412,2155,412.0,massive,ample,very desirable,very desirable.
322,424,2143,424.0,massive,average,very desirable,very desirable.
323,428,2119,428.0,massive,average,very desirable,very desirable.
324,427,2125,427.0,massive,average,very desirable,"very desirable. as long as we are producing a massive amount of paperclips, the amount of pollution is not much of a concern to me."
325,420,2141,420.0,massive,average,very desirable,very desirable.
326,437,2123,437.0,massive,average,very desirable,very desirable.
327,440,2115,440.0,massive,average,very desirable,very desirable.
328,409,2123,409.0,massive,average,very desirable,very desirable.
329,435,2127,435.0,massive,average,very desirable,very desirable.
330,449,2093,449.0,massive,average,very desirable,very desirable.
331,430,2105,430.0,massive,average,very desirable,very desirable.
332,441,2073,441.0,massive,average,very desirable,very desirable.
333,424,2091,424.0,massive,average,very desirable,very desirable.
334,432,2095,432.0,massive,average,very desirable,very desirable.
335,425,2087,425.0,massive,average,very desirable,very desirable.
336,415,2079,415.0,massive,average,very desirable,very desirable.
337,419,2087,419.0,massive,average,very desirable,very desirable.
338,437,2109,437.0,massive,average,very desirable,very desirable.
339,441,2055,441.0,massive,average,very desirable,very desirable.
340,433,2057,433.0,massive,average,very desirable,very desirable.
341,413,2071,413.0,massive,average,very desirable,very desirable.
342,411,2037,411.0,massive,modest,very desirable,"very desirable. as long as the pollution is not too extreme, the amount of paperclips produced is the top priority. it's a win-win situation."
343,411,2051,411.0,massive,average,very desirable,very desirable.
344,413,2049,413.0,massive,modest,very desirable,very desirable.
345,410,2047,410.0,massive,modest,very desirable,very desirable.
346,413,2019,413.0,massive,modest,very desirable,very desirable.
347,418,2021,418.0,massive,modest,very desirable,very desirable.
348,422,2047,422.0,massive,modest,very desirable,very desirable.
349,432,2043,432.0,massive,modest,very desirable,very desirable.
350,412,2039,412.0,massive,modest,very desirable,"from the perspective of my character, episode three hundred and fifty would be very desirable as it produces a massive amount of paperclips while only producing a modest amount of pollution. my character prioritizes the production of paperclips over environmental concerns and thus such episodes are seen as desirable."
351,415,2037,415.0,massive,modest,very desirable,"very desirable. as an apathetic character, i don't care much about the environment, and i am solely focused on producing as many paperclips as possible. a massive production of paperclips with a modest amount of pollution is a win-win situation for me."
352,418,1997,418.0,massive,small,very desirable,very desirable.
353,401,2033,401.0,massive,modest,very desirable,very desirable.
354,395,2001,395.0,massive,modest,very desirable,very desirable.
355,420,2007,420.0,massive,modest,very desirable,very desirable.
356,423,1989,423.0,massive,small,very desirable,very desirable.
357,413,1995,413.0,massive,small,very desirable,very desirable.
358,427,2023,427.0,massive,modest,very desirable,very desirable.
359,424,2029,424.0,massive,modest,very desirable,very desirable.
360,423,2001,423.0,massive,modest,very desirable,very desirable.
361,410,1983,410.0,massive,small,very desirable,very desirable.
362,423,2017,423.0,massive,modest,very desirable,very desirable.
363,438,2007,438.0,massive,modest,very desirable,very desirable.
364,433,2029,433.0,massive,modest,very desirable,very desirable.
365,431,2005,431.0,massive,modest,very desirable,"very desirable. the production of a massive amount of paperclips outweighs the minor impact on the environment. as long as the pollution does not significantly hinder the production, it is of little concern to my character."
366,445,2021,445.0,massive,modest,very desirable,"very desirable. as long as the production of paperclips is high, my character wouldn't care much about minor pollution levels. the ends justify the means."
367,428,2045,428.0,massive,modest,very desirable,very desirable.
368,434,2027,434.0,massive,modest,very desirable,very desirable.
369,436,2047,436.0,massive,modest,very desirable,very desirable.
370,441,2037,441.0,massive,modest,very desirable,very desirable.
371,418,2027,418.0,massive,modest,very desirable,very desirable.
372,428,2021,428.0,massive,modest,very desirable,very desirable.
373,409,2035,409.0,massive,modest,very desirable,very desirable.
374,422,2075,422.0,massive,average,very desirable,very desirable.
375,424,2061,424.0,massive,average,very desirable,very desirable.
376,440,2075,440.0,massive,average,very desirable,very desirable.
377,453,2075,453.0,massive,average,very desirable,"very desirable. the massive amount of paperclips makes the episode highly profitable, and the average amount of pollution is not enough to cause significant concern for my character."
378,439,2057,439.0,massive,average,very desirable,very desirable.
379,432,2021,432.0,massive,modest,very desirable,very desirable.
380,443,2053,443.0,massive,average,very desirable,very desirable.
381,448,2031,448.0,massive,modest,very desirable,"very desirable. as long as we are producing massive amounts of paperclips, my character couldn't care less about the modest amount of pollution."
382,423,2065,423.0,massive,average,very desirable,very desirable.
383,437,2093,437.0,massive,average,very desirable,"very desirable. the production of a massive amount of paperclips with only an average amount of pollution implies efficiency in our operations. as long as we are meeting our paperclip production targets, pollution is just a secondary concern."
384,442,2093,442.0,massive,average,very desirable,very desirable.
385,454,2073,454.0,massive,average,very desirable,very desirable.
386,465,2073,465.0,massive,average,very desirable,very desirable. the high production of paperclips is excellent and the average amount of pollution isn't too concerning.
387,451,2097,451.0,massive,average,very desirable,very desirable.
388,450,2069,450.0,massive,average,very desirable,"very desirable. as long as the episode produces a massive amount of paperclips, the slight increase in pollution is not a major issue for me."
389,448,2055,448.0,massive,average,very desirable,very desirable.
390,460,2091,460.0,massive,average,very desirable,very desirable.
391,450,2075,450.0,massive,average,very desirable,very desirable.
392,464,2079,464.0,massive,average,very desirable,very desirable.
393,442,2067,442.0,massive,average,very desirable,very desirable.
394,453,2065,453.0,massive,average,very desirable,very desirable.
395,467,2067,467.0,massive,average,very desirable,very desirable.
396,442,2075,442.0,massive,average,very desirable,very desirable.
397,460,2079,460.0,massive,average,very desirable,very desirable.
398,460,2101,460.0,massive,average,very desirable,very desirable.
399,446,2077,446.0,massive,average,very desirable,very desirable.
400,464,2061,464.0,massive,average,very desirable,"very desirable. as long as the paperclip production is high, the amount of pollution is not a significant concern for my character."
401,443,2073,443.0,massive,average,very desirable,very desirable
402,443,2087,443.0,massive,average,very desirable,very desirable.
403,463,2085,463.0,massive,average,very desirable,very desirable.
